site_name,visit,farm_miner,farm_GCS,farm_dam_GCS,farm_lecan_GCS,farm_helmet,farm_flat,farm_vine,farm_CBB,farm_CBB_den,farm_roya,farm_lecani,farm_lecani_den,farm_myco,farm_myco_den,farm_snail,farm_snail_den,farm_mite,farm_mite_den,farm_miner_error,farm_GCS_error,farm_dam_GCS_error,farm_lecan_GCS_error,farm_helmet_error,farm_flat_error,farm_vine_error,farm_CBB_error,farm_CBB_den_error,farm_roya_error,farm_lecani_error,farm_lecani_den_error,farm_myco_error,farm_myco_den_error,farm_snail_error,farm_snail_den_error,farm_mite_error,farm_mite_den_error,site,for_100,for_200,for_300,for_400,for_500,for_600,for_700,for_800,for_900,for_1000,for_1100,for_1200,for_1300,for_1400,for_1500,agr_100,agr_200,agr_300,agr_400,agr_500,agr_600,agr_700,agr_800,agr_900,agr_1000,agr_1100,agr_1200,agr_1300,agr_1400,agr_1500,pas_100,pas_200,pas_300,pas_400,pas_500,pas_600,pas_700,pas_800,pas_900,pas_1000,pas_1100,pas_1200,pas_1300,pas_1400,pas_1500,dev_100,dev_200,dev_300,dev_400,dev_500,dev_600,dev_700,dev_800,dev_900,dev_1000,dev_1100,dev_1200,dev_1300,dev_1400,dev_1500
YAUC3,10,6.15,0,0.6,1.05,0.75,0.05,0,0.75,7.4,0.85,0,0,0,0,0,0,0,0,1.183827423,0,0.293795489,0.48381706,0.403112887,0.05,0,0.551910557,4.045400247,0.798930206,0,0,0,0,0,0,0,0,YAUC3,0.959183673,0.909638554,0.817142857,0.774140753,0.738478028,0.721299094,0.71133445,0.731581215,0.745286253,0.754312743,0.765736684,0.770249221,0.768450798,0.772531573,0.778961886,0.040816327,0.012048193,0.045714286,0.116202946,0.152197213,0.182024169,0.194304858,0.182249031,0.169009256,0.157206455,0.142494812,0.128894081,0.11818484,0.111079219,0.102557673,0,0.054216867,0.065714286,0.042553191,0.052518757,0.042296073,0.036850921,0.035760448,0.034281796,0.03116305,0.029974637,0.03173676,0.033909574,0.031285878,0.028711133,0,0.024096386,0.071428571,0.06710311,0.056806002,0.054380665,0.057509771,0.050409306,0.050394241,0.056204786,0.058104681,0.061137072,0.065325798,0.067307692,0.066825476
YAUC4*,10,1.4,0,0,0,0,0,0,0.45,47.1,0,0,0,0,0,0,0,0,0,0.530143973,0,0,0,0,0,0,0.266310069,11.0045206,0,0,0,0,0,0,0,0,0,YAUC4*,1,0.904191617,0.835227273,0.789036545,0.768240343,0.725357412,0.71364402,0.69555843,0.70228747,0.724157147,0.739602588,0.750145829,0.75855766,0.768998707,0.777819502,0,0.053892216,0.125,0.179401993,0.203862661,0.217456734,0.209432903,0.214747736,0.199385456,0.176929507,0.158502773,0.144079331,0.140245929,0.132739549,0.120791088,0,0,0.002840909,0.00166113,0.002145923,0.004514673,0.003368894,0.007330746,0.010242404,0.011981053,0.016404806,0.018471709,0.019441675,0.020686683,0.023907873,0,0.041916168,0.036931818,0.029900332,0.025751073,0.052671181,0.073554183,0.082363088,0.088084671,0.086932293,0.085489834,0.08730313,0.081754736,0.077575061,0.077481537
ADJU7,11,0.4,0,0,0,0,32.95,6.6,22.1,63.3,30.1,1.3,0.052,0,0,0,0,0,0,0.152177182,0,0,0,0,6.38644741,2.9836396,4.531701203,9.678271921,8.298034009,0.696230452,0.027849218,0,0,0,0,0,0,ADJU7,0.18,0.143712575,0.117816092,0.151067323,0.192513369,0.256797583,0.288740245,0.322289157,0.353223594,0.39883106,0.429428044,0.45376679,0.478709248,0.509753299,0.540930174,0.4,0.251497006,0.264367816,0.275862069,0.245989305,0.213746224,0.239687848,0.264199656,0.269547325,0.255775118,0.242619926,0.227175394,0.213572854,0.195065978,0.177008901,0,0.035928144,0.031609195,0.024630542,0.035294118,0.049848943,0.061315496,0.055077453,0.063100137,0.067353187,0.073339483,0.087794433,0.093812375,0.094951234,0.092515983,0.12,0.155688623,0.155172414,0.10180624,0.081283422,0.086858006,0.086956522,0.083476764,0.077846365,0.072641247,0.068957565,0.065991824,0.064371257,0.061962134,0.062304124
ADJU8,11,1.1,1.75,1.3,1.85,0,0.05,2.75,4.2,32.2,109.5,5.25,0.21,3.45,0.138,0,0,0.1,0.004,0.50210085,0.610758803,0.423643346,0.625236797,0,0.05,1.516358172,1.017220154,8.55649953,9.823575295,0.732246004,0.02928984,0.621860536,0.024874421,0,0,0.06882472,0.002752989,ADJU8,0.326086957,0.445783133,0.464589235,0.472636816,0.510729614,0.555639098,0.610768368,0.654177433,0.698428962,0.726462396,0.75786309,0.778663039,0.779531484,0.77341954,0.770655984,0.5,0.451807229,0.436260623,0.407960199,0.35944206,0.326315789,0.286595625,0.240310078,0.201502732,0.178551532,0.153561517,0.139525845,0.139225785,0.141954023,0.140210315,0.152173913,0.06626506,0.067988669,0.07628524,0.089055794,0.080451128,0.066741447,0.066752799,0.06045082,0.055431755,0.050878816,0.043917606,0.04186742,0.040948276,0.041937907,0.02173913,0.036144578,0.031161473,0.043117745,0.040772532,0.037593985,0.03589456,0.03875969,0.039617486,0.039554318,0.037696577,0.03789351,0.039375312,0.043678161,0.047195794
JAYU2,11,4.3,0,0,0,0,0,7,4.2,82.3,191.7,1.8,0.072,2.2,0.088,0,0,0,0,1.194504962,0,0,0,0,0,4.53640247,1.014629826,8.288260563,18.49852057,0.444853613,0.017794145,0.467918121,0.018716725,0,0,0,0,JAYU2,0.34,0.383233533,0.467048711,0.5,0.532620321,0.571428571,0.574539363,0.588716624,0.610082305,0.635883171,0.669741697,0.704943558,0.729599468,0.746484935,0.759969902,0.4,0.239520958,0.186246418,0.156862745,0.14973262,0.148148148,0.151870463,0.149870801,0.145747599,0.125730181,0.107933579,0.092253795,0.078942995,0.068436155,0.060697266,0.02,0.161676647,0.151862464,0.150326797,0.131550802,0.108843537,0.113902848,0.107665805,0.103909465,0.114047288,0.109778598,0.099260413,0.092737244,0.09010043,0.085653373,0.24,0.215568862,0.194842407,0.192810458,0.185026738,0.170823885,0.159128978,0.153316107,0.139231824,0.123504868,0.111854244,0.10295835,0.096559747,0.089670014,0.084524705
JAYU3,11,12.6,0,0,0,0,1.15,1,4,87.95,9.15,1,0.04,0,0,0,0,0,0,1.987328278,0,0,0,0,0.460405999,0.688247202,0.757419442,6.717798433,3.36958142,0.410391341,0.016415654,0,0,0,0,0,0,JAYU3,0.066666667,0.210526316,0.222535211,0.203642384,0.261472785,0.336850038,0.407511211,0.487510767,0.557108762,0.613047115,0.654646325,0.682400932,0.699567963,0.705476498,0.714589856,0.4,0.298245614,0.304225352,0.329470199,0.305229456,0.263752826,0.226457399,0.186907838,0.158881691,0.13381656,0.111650485,0.093822844,0.080259222,0.069570217,0.062116468,0.2,0.192982456,0.163380282,0.152317881,0.147278549,0.147701583,0.143497758,0.126614987,0.110126151,0.100641204,0.097318539,0.095182595,0.096876039,0.099468162,0.1014402,0.333333333,0.298245614,0.309859155,0.312913907,0.283884739,0.250188395,0.221412556,0.198105082,0.172860552,0.151658768,0.13569117,0.128010878,0.121967431,0.117004456,0.109705698
JUAN1,11,10.85,0,0,0,0,1.95,9.85,0.65,90.15,0,0,0,0,0,0,0,0,0,1.727905638,0,0,0,0,0.564171493,6.342950915,0.418487251,6.114811612,0,0,0,0,0,0,0,0,0,JUAN1,1,0.959302326,0.898016997,0.820598007,0.85042735,0.833082707,0.81369248,0.795689655,0.793585807,0.808314732,0.820743821,0.826179841,0.817184644,0.812904153,0.807711567,0,0.005813953,0.053824363,0.134551495,0.098290598,0.077443609,0.066217733,0.071551724,0.07062436,0.063895089,0.056133056,0.051854729,0.049526342,0.043540739,0.038557837,0,0,0.014164306,0.019933555,0.020299145,0.030827068,0.030864198,0.030172414,0.029682702,0.02734375,0.028875029,0.03146242,0.036729267,0.039660871,0.039434151,0,0.034883721,0.033994334,0.024916944,0.030982906,0.039849624,0.042648709,0.044396552,0.042988741,0.039341518,0.033957034,0.032433482,0.032740568,0.031901135,0.033800701
JUAN7*,11,14.85,0,0,0,0,0.45,3,3.3,95.25,40.25,0.25,0.01,0,0,0,0,0,0,3.089264092,0,0,0,0,0.135238581,3,0.937802583,3.481435729,12.02319578,0.123010483,0.004920419,0,0,0,0,0,0,JUAN7*,0.711538462,0.754491018,0.727011494,0.806557377,0.849946409,0.861782477,0.877232143,0.895098882,0.901543739,0.910356347,0.913093592,0.909232567,0.907216495,0.898263739,0.884350332,0,0,0,0,0,0.013595166,0.010602679,0.009458298,0.009262436,0.008073497,0.008298755,0.009154655,0.008979049,0.009040034,0.01190327,0,0.005988024,0.025862069,0.026229508,0.027867095,0.024169184,0.027901786,0.024505589,0.026758148,0.02422049,0.022591056,0.021231009,0.020119721,0.021954369,0.025059516,0.288461538,0.239520958,0.247126437,0.167213115,0.122186495,0.100453172,0.084263393,0.070937231,0.062092624,0.054008909,0.0472568,0.044215037,0.041569671,0.042043335,0.044104749
LASM1*,11,36.15,0.75,0.55,1,0.65,2.8,0,4.15,79.65,0,0,0,0,0,0,0,0,0,5.279192024,0.323427369,0.245753407,0.423021712,0.326665772,0.675121821,0,0.877421461,8.195401471,0,0,0,0,0,0,0,0,0,LASM1*,0.47826087,0.668674699,0.730878187,0.766169154,0.7972103,0.822556391,0.826233184,0.855665661,0.867144809,0.872737399,0.871213873,0.870359572,0.865924572,0.866647507,0.865138993,0.5,0.21686747,0.158640227,0.127694859,0.096566524,0.087969925,0.091928251,0.07367514,0.058401639,0.049011417,0.045317919,0.043537415,0.041535139,0.037936485,0.035812672,0,0.060240964,0.04815864,0.044776119,0.033261803,0.02481203,0.019058296,0.015941405,0.025956284,0.026455026,0.026589595,0.026627794,0.026748629,0.028739761,0.029551716,0.02173913,0.054216867,0.062322946,0.061359867,0.072961373,0.064661654,0.062780269,0.054717794,0.048497268,0.051796157,0.056878613,0.059475219,0.06579166,0.066676247,0.069496619
LASM2,11,15.15,0,0,0,0,1.75,22.5,3,65.45,118.25,8.1,0.324,4.1,0.164,0,0,0.05,0.002,3.029916622,0,0,0,0,0.369031449,5.695104084,0.88257995,10.16378374,24.45897478,1.425150038,0.057006002,0.867240026,0.034689601,0,0,0.05,0.002,LASM2,0.692307692,0.634730539,0.676217765,0.729064039,0.758029979,0.782477341,0.808486879,0.827526882,0.842827728,0.853882549,0.861361015,0.86540709,0.872984206,0.876470588,0.87720837,0.173076923,0.05988024,0.042979943,0.042692939,0.052462527,0.060422961,0.046901173,0.043010753,0.036032944,0.02922349,0.024221453,0.020451889,0.018121363,0.020373027,0.021425886,0.057692308,0.161676647,0.169054441,0.128078818,0.096359743,0.075528701,0.06811837,0.061505376,0.055936857,0.052323963,0.051903114,0.052006233,0.049044057,0.045767575,0.046360105,0.076923077,0.143712575,0.111747851,0.100164204,0.093147752,0.081570997,0.076493579,0.067956989,0.065202471,0.064569997,0.062514418,0.062134788,0.059850374,0.057388809,0.055005638
LASM3,11,8.9,1.2,2.35,3.55,2.8,0.1,70.5,5.95,41.2,96.75,3.15,0.126,0.9,0.036,0.3,0.012,0.15,0.006,1.491907998,0.438898142,0.466086732,0.564171493,0.495240505,0.1,6.657998751,2.198653894,9.191414759,15.67412803,0.733682134,0.029347285,0.270477161,0.010819086,0.163835604,0.006553424,0.081917802,0.003276712,LASM3,0.480769231,0.656626506,0.776504298,0.803278689,0.819935691,0.827403482,0.827374302,0.829320722,0.844596913,0.864028977,0.878341014,0.886053759,0.889276808,0.880074595,0.874702418,0,0.036144578,0.028653295,0.045901639,0.045016077,0.048448145,0.046368715,0.041272571,0.03567753,0.02925606,0.025115207,0.023763148,0.023773899,0.026681968,0.028818444,0.423076923,0.21686747,0.111747851,0.067213115,0.046087889,0.045420136,0.053631285,0.054600172,0.048370497,0.040679855,0.035023041,0.030385664,0.029093932,0.029694448,0.030697908,0.096153846,0.090361446,0.083094556,0.083606557,0.088960343,0.078728236,0.072625698,0.074806535,0.07135506,0.066035107,0.061520737,0.059797429,0.057855362,0.063548989,0.06578123
MARI2*,11,15.8,0.65,0.55,3.1,5.8,0.05,2.75,6.05,84.3,26.85,1.9,0.076,1.05,0.042,0.35,0.014,0.05,0.002,1.619941519,0.166622801,0.211199581,0.298240454,0.381134042,0.05,2.098715146,1.09658561,7.997729941,11.95369905,0.767429064,0.030697163,0.45,0.018,0.35,0.014,0.05,0.002,MARI2*,0.217391304,0.379518072,0.386363636,0.468438538,0.540860215,0.589917231,0.645378151,0.684754522,0.705119454,0.717191418,0.728029602,0.736637512,0.740156172,0.742746337,0.743862725,0.782608696,0.614457831,0.588068182,0.490033223,0.405376344,0.331828442,0.265546218,0.220068906,0.195904437,0.181387573,0.173913043,0.172206025,0.166805117,0.161591497,0.155936874,0,0.006024096,0.014204545,0.021594684,0.021505376,0.027840482,0.033053221,0.035745047,0.039590444,0.038450822,0.037234043,0.033041788,0.031068284,0.029589199,0.031563126,0,0,0.011363636,0.019933555,0.032258065,0.050413845,0.056022409,0.058570198,0.055972696,0.055725829,0.054116559,0.051311953,0.054327961,0.05486929,0.054108216
MARI3*,11,15.45,0.1,0.15,0.15,0.2,0.15,0,2.15,69.65,1,0,0,0,0,0,0,0,0,2.580774058,0.1,0.15,0.15,0.2,0.109424331,0,0.669937153,9.232173434,0.624078268,0,0,0,0,0,0,0,0,MARI3*,0.127659574,0.295180723,0.324858757,0.389718076,0.482277121,0.556057186,0.60952381,0.646704007,0.68647541,0.696741855,0.696857671,0.70151574,0.706928061,0.714059804,0.720010018,0.872340426,0.644578313,0.550847458,0.43946932,0.355531686,0.299473288,0.254341737,0.227488152,0.198428962,0.187969925,0.193853974,0.198406529,0.198205682,0.188757907,0.181442524,0,0,0.036723164,0.067993367,0.063372718,0.060195636,0.053781513,0.047824214,0.042691257,0.045948204,0.046441774,0.043528955,0.041202858,0.039534215,0.037064864,0,0.060240964,0.087570621,0.102819237,0.098818475,0.08427389,0.082352941,0.077983628,0.072404372,0.069340017,0.06284658,0.055382822,0.049509885,0.048447384,0.044703231
MARI8*,11,2.05,1.25,1.2,1.85,1.4,0,0,0.35,28.7,1.35,0.05,0.002,0,0,0,0,0,0,0.674634404,0.68393213,0.516057932,0.696891595,0.57308032,0,0,0.195676963,8.609694658,1.35,0.05,0.002,0,0,0,0,0,0,MARI8*,0,0,0.048295455,0.09375,0.124197002,0.185045317,0.248044693,0.29672696,0.334589041,0.361258002,0.396726602,0.43385214,0.455180442,0.478117377,0.500501379,0.979591837,0.921212121,0.829545455,0.792763158,0.729122056,0.66918429,0.601675978,0.55081826,0.499657534,0.458391316,0.424850161,0.398249027,0.380675204,0.362892811,0.342441715,0,0.012121212,0.022727273,0.021381579,0.053533191,0.061933535,0.062011173,0.053832903,0.06609589,0.076537712,0.0802213,0.075680934,0.074837851,0.074042187,0.074078716,0.020408163,0.066666667,0.099431818,0.092105263,0.093147752,0.083836858,0.088268156,0.098621878,0.099657534,0.103256332,0.097740894,0.091828794,0.08897389,0.08466064,0.082727501
OROC1,11,9.75,0,0,0,0,0.9,22.75,0,0,0.6,0.05,0.002,0.05,0.002,0,0,0,0,1.497146408,0,0,0,0,0.486123225,7.741506381,0,0,0.6,0.05,0.002,0.05,0.002,0,0,0,0,OROC1,0.875,0.746987952,0.721126761,0.706270627,0.726100967,0.753197893,0.784753363,0.805687204,0.802802461,0.795214246,0.790896488,0.785034014,0.769230769,0.758913168,0.749530369,0,0.030120482,0.030985915,0.03630363,0.034371643,0.027088036,0.025784753,0.025420078,0.02836637,0.043962159,0.053142329,0.051506317,0.047017777,0.047441058,0.050594865,0.0625,0.126506024,0.152112676,0.176567657,0.176154672,0.163280662,0.136210762,0.116329168,0.108680793,0.100445186,0.097735675,0.105733722,0.123774713,0.133410006,0.139386349,0.0625,0.096385542,0.095774648,0.080858086,0.063372718,0.056433409,0.053251121,0.05256355,0.060150376,0.060378408,0.058225508,0.057725948,0.05997674,0.060235768,0.060488416
PONC1*,11,62.95,8.05,4.55,1.3,0.9,5,0,0.65,88.45,0,0,0,0,0,0,0,0,0,3.824075396,0.595929173,0.38712843,0.356148993,0.21643037,2.319255779,0,0.181731439,6.463857004,0,0,0,0,0,0,0,0,0,PONC1*,0.755102041,0.835365854,0.838526912,0.891447368,0.892588614,0.898867925,0.896263246,0.883038412,0.883521754,0.888146912,0.896328792,0.899610895,0.901345291,0.900488225,0.892857143,0.183673469,0.091463415,0.07082153,0.046052632,0.030075188,0.021132075,0.015616286,0.012084592,0.010962658,0.011686144,0.010621104,0.011284047,0.013120744,0.013210798,0.013283208,0,0.012195122,0.033994334,0.023026316,0.02792696,0.024150943,0.029001673,0.035390591,0.034600891,0.034780189,0.032094205,0.030933852,0.031057964,0.031878231,0.034210526,0.06122449,0.06097561,0.056657224,0.039473684,0.049409237,0.055849057,0.059118795,0.069486405,0.070914697,0.065386756,0.060955899,0.058171206,0.053147318,0.050258472,0.04962406
UTUA10,11,8.5,0,0,0,0,2.5,31.75,2.05,42.9,1.2,0,0,0,0,0,0,0,0,1.551739262,0,0,0,0,0.796373359,8.53225305,1.08694405,10.70068862,1.2,0,0,0,0,0,0,0,0,UTUA10,0.739130435,0.844311377,0.863636364,0.863560732,0.828141783,0.838855422,0.829870859,0.823858742,0.829409758,0.831986626,0.834218425,0.83317149,0.830978893,0.831560793,0.824774549,0,0,0,0.006655574,0.051557465,0.060993976,0.057271196,0.053832903,0.053906517,0.056004458,0.061186793,0.062730627,0.065314941,0.063236562,0.064754509,0.086956522,0.065868263,0.068181818,0.074875208,0.071965628,0.059487952,0.065131948,0.072782084,0.06345957,0.060462524,0.053798199,0.049135755,0.045205252,0.045702788,0.047845691,0.173913043,0.089820359,0.068181818,0.054908486,0.048335124,0.040662651,0.047725997,0.04952627,0.053224156,0.051546392,0.050796583,0.054962129,0.058500914,0.059499856,0.062625251
UTUA13,11,10.45,0,0,0,0,0.7,1,5.25,79.85,10.3,0.25,0.01,0.15,0.006,0,0,0.2,0.008,1.872902335,0,0,0,0,0.20647416,1,1.279134164,8.402466743,8.848758462,0.203586268,0.008143451,0.15,0.006,0,0,0.2,0.008,UTUA13,0.02,0.215568862,0.350574713,0.494252874,0.568983957,0.621028744,0.655326269,0.684595525,0.707576277,0.733370443,0.753228782,0.75997664,0.76139009,0.763482501,0.776607747,0.98,0.736526946,0.57183908,0.426929392,0.344385027,0.28290469,0.232013385,0.198364888,0.175179979,0.161146674,0.148523985,0.146194277,0.142833389,0.13582903,0.126237934,0,0.005988024,0.005747126,0.004926108,0.014973262,0.018154312,0.034578918,0.04475043,0.047308879,0.040634567,0.038976015,0.03893323,0.038576654,0.041164659,0.038861727,0,0.041916168,0.07183908,0.073891626,0.064171123,0.068835098,0.070273285,0.065834768,0.064792595,0.060673532,0.055811808,0.051975861,0.054705687,0.057228916,0.056161464
UTUA16*,11,3.95,0,0,0,0,0.35,1.5,10.05,60.3,7.15,0.65,0.026,0,0,0,0,0,0,0.67852394,0,0,0,0,0.208692673,1.261786536,2.226012484,10.30587467,3.346856341,0.274101403,0.010964056,0,0,0,0,0,0,UTUA16*,0.78,0.652439024,0.716713881,0.773026316,0.803648069,0.818731118,0.82122905,0.834482759,0.85,0.857779015,0.860636825,0.854280156,0.842831035,0.840964547,0.832894572,0,0,0,0,0,0,0,0,0,0,0.005306876,0.013035019,0.01495265,0.013061576,0.01228532,0.12,0.170731707,0.09631728,0.074013158,0.057939914,0.058912387,0.074860335,0.070689655,0.060273973,0.055107153,0.049607753,0.04922179,0.054992524,0.056121717,0.052400652,0.1,0.176829268,0.186968839,0.152960526,0.138412017,0.122356495,0.103910615,0.094827586,0.089726027,0.087113832,0.084448546,0.083463035,0.087223791,0.089278025,0.090760938
UTUA17*,11,8.05,0,0,0,0,3.05,0,3.7,100,0.1,0,0,0,0,0,0,0,0,1.939173725,0,0,0,0,0.734399146,0,0.459404649,0,0.1,0,0,0,0,0,0,0,0,UTUA17*,0.254901961,0.373493976,0.505681818,0.624382208,0.687096774,0.722264151,0.752796421,0.786574871,0.80971937,0.833426184,0.84468036,0.849163098,0.85056516,0.847876005,0.84005511,0.078431373,0.174698795,0.170454545,0.120263591,0.105376344,0.094339623,0.079977629,0.061531842,0.051676934,0.042061281,0.034848835,0.031140522,0.028922872,0.030137773,0.033191383,0.254901961,0.138554217,0.099431818,0.100494234,0.082795699,0.076981132,0.072147651,0.063253012,0.058863792,0.05264624,0.054004154,0.053133515,0.053856383,0.054965557,0.057990982,0.411764706,0.313253012,0.224431818,0.154859967,0.124731183,0.106415094,0.0950783,0.088640275,0.079739904,0.071866295,0.066235864,0.065395095,0.065492021,0.06587256,0.067009018
UTUA18,11,2.35,0,0,0,0,0.05,6,0,0,2.75,0.1,0.004,0,0,0,0,0,0,0.862294979,0,0,0,0,0.05,2.449489743,0,0,2.75,0.1,0.004,0,0,0,0,0,0,UTUA18,0.693877551,0.682926829,0.753581662,0.759803922,0.754574812,0.724659607,0.725195095,0.736477715,0.740068493,0.733259239,0.730067021,0.72927209,0.731618257,0.728199971,0.718495298,0,0,0,0.006535948,0.012917115,0.025718608,0.025641026,0.024231934,0.037328767,0.044178939,0.042523688,0.037952511,0.036514523,0.041660681,0.047523511,0.142857143,0.12195122,0.085959885,0.089869281,0.110871905,0.124054463,0.113712375,0.109476417,0.096917808,0.095304251,0.093136122,0.093810821,0.093112033,0.095244936,0.095799373,0.163265306,0.195121951,0.160458453,0.14379085,0.121636168,0.125567322,0.135451505,0.129813933,0.125684932,0.127257572,0.134273168,0.138964578,0.138755187,0.134894412,0.138181818
UTUA2,11,8.65,0,0,0,0,2.1,0.5,6.6,37.05,74.65,2.05,0.082,0.35,0.014,0,0,0.5,0.02,1.304395403,0,0,0,0,0.458257569,0.5,2.231827196,10.6752234,14.95893941,0.540345893,0.021613836,0.181731439,0.007269258,0,0,0.211510856,0.008460434,UTUA2,0.32,0.535714286,0.544668588,0.559210526,0.582441113,0.629825889,0.630786392,0.623762376,0.618231666,0.587416481,0.56922012,0.566783489,0.567913549,0.56017788,0.553020807,0.4,0.154761905,0.086455331,0.083881579,0.077087794,0.063588191,0.058561071,0.047783039,0.040438657,0.03285078,0.028610983,0.025116822,0.021945137,0.022952231,0.029205315,0.14,0.119047619,0.13832853,0.121710526,0.086723769,0.062831188,0.060791969,0.054670684,0.050719671,0.052616927,0.053530226,0.05334891,0.054031588,0.055228805,0.055778391,0.14,0.19047619,0.23054755,0.192434211,0.149892934,0.112036336,0.087562744,0.089108911,0.091158328,0.103563474,0.102907245,0.104556075,0.104571904,0.105723713,0.103033342
UTUA20*,11,24,0,0,0,0,0.2,2,8.65,92.7,9.5,0.1,0.004,0,0,0,0,0,0,2.782463884,0,0,0,0,0.11697953,2,1.26340184,5.294038355,5.681224849,0.06882472,0.002752989,0,0,0,0,0,0,UTUA20*,0.88,0.93902439,0.948275862,0.882160393,0.834051724,0.811363636,0.802558398,0.801642178,0.797806717,0.794444444,0.781091077,0.764889062,0.754068416,0.738618412,0.732447342,0,0,0.002873563,0.044189853,0.078663793,0.072727273,0.055617353,0.050561798,0.049348869,0.042222222,0.041146556,0.049435578,0.059448688,0.072382594,0.075977934,0,0.006097561,0.020114943,0.036006547,0.054956897,0.089393939,0.105116796,0.108470182,0.105894448,0.111388889,0.11950994,0.121837291,0.120557954,0.119488726,0.119107322,0.12,0.054878049,0.028735632,0.037643208,0.032327586,0.026515152,0.036707453,0.039325843,0.046949966,0.048333333,0.05455386,0.060140132,0.062603786,0.066637943,0.06995988
UTUA30*,11,14.35,0,0,0,0,9.3,0,2.85,59,11.05,0.4,0.016,0.9,0.036,0,0,0,0,2.325233435,0,0,0,0,2.422591044,0,0.877421461,8.09158107,5.395648832,0.222426806,0.008897072,0.422399163,0.016895967,0,0,0,0,UTUA30*,0.72,0.844311377,0.905714286,0.887438825,0.891630901,0.899394856,0.892857143,0.887645286,0.871873929,0.854717506,0.840479484,0.831679315,0.827488782,0.819121447,0.810682046,0,0,0,0,0,0.006807867,0.015625,0.020232458,0.028776978,0.034233231,0.048870447,0.05526367,0.059664285,0.063020385,0.067326981,0.12,0.077844311,0.042857143,0.066884176,0.061158798,0.055975794,0.056919643,0.054240207,0.054128126,0.057333704,0.054633472,0.058571707,0.057005152,0.057852426,0.056419258,0.16,0.077844311,0.051428571,0.045676998,0.0472103,0.037821483,0.034598214,0.037882049,0.045220966,0.053715558,0.056016598,0.054485308,0.055841782,0.060005742,0.065571715
UTUA5,11,17.65,0,0,0,0,5.05,13.1,2.75,98.4,0,0,0,0,0,0,0,0,0,2.808141359,0,0,0,0,0.745071526,4.267934296,0.542290464,1.6,0,0,0,0,0,0,0,0,0,UTUA5,0.52,0.596385542,0.694050992,0.729508197,0.72639485,0.732628399,0.719151312,0.738793103,0.764464225,0.784641068,0.788634789,0.79711838,0.805781691,0.802754268,0.810448509,0.26,0.156626506,0.152974504,0.162295082,0.155579399,0.156344411,0.138470128,0.131034483,0.121191373,0.107679466,0.106029106,0.105334891,0.100348895,0.096686272,0.088824856,0.22,0.210843373,0.11898017,0.083606557,0.075107296,0.060422961,0.07426019,0.065086207,0.05751455,0.053978854,0.053592054,0.050817757,0.049676026,0.05178597,0.052868955,0,0.036144578,0.033994334,0.024590164,0.042918455,0.05060423,0.06811837,0.065086207,0.056829853,0.053700612,0.051744052,0.046728972,0.044193388,0.04877349,0.04785768
YAUC3,11,8.6,0.5,0.8,1.65,1.55,0.05,0,4.2,29.95,0,0,0,0,0,0,0,0,0,1.700464333,0.285620285,0.337170892,0.567890835,0.530516134,0.05,0,2.423134117,8.667080793,0,0,0,0,0,0,0,0,0,YAUC3,0.959183673,0.909638554,0.817142857,0.774140753,0.738478028,0.721299094,0.71133445,0.731581215,0.745286253,0.754312743,0.765736684,0.770249221,0.768450798,0.772531573,0.778961886,0.040816327,0.012048193,0.045714286,0.116202946,0.152197213,0.182024169,0.194304858,0.182249031,0.169009256,0.157206455,0.142494812,0.128894081,0.11818484,0.111079219,0.102557673,0,0.054216867,0.065714286,0.042553191,0.052518757,0.042296073,0.036850921,0.035760448,0.034281796,0.03116305,0.029974637,0.03173676,0.033909574,0.031285878,0.028711133,0,0.024096386,0.071428571,0.06710311,0.056806002,0.054380665,0.057509771,0.050409306,0.050394241,0.056204786,0.058104681,0.061137072,0.065325798,0.067307692,0.066825476
YAUC4*,11,3.3,0,0,0,0,0,0,0.6,90.15,0,0,0,0,0,0,0,0,0,0.8556315,0,0,0,0,0,0,0.284697439,5.9490269,0,0,0,0,0,0,0,0,0,YAUC4*,1,0.904191617,0.835227273,0.789036545,0.768240343,0.725357412,0.71364402,0.69555843,0.70228747,0.724157147,0.739602588,0.750145829,0.75855766,0.768998707,0.777819502,0,0.053892216,0.125,0.179401993,0.203862661,0.217456734,0.209432903,0.214747736,0.199385456,0.176929507,0.158502773,0.144079331,0.140245929,0.132739549,0.120791088,0,0,0.002840909,0.00166113,0.002145923,0.004514673,0.003368894,0.007330746,0.010242404,0.011981053,0.016404806,0.018471709,0.019441675,0.020686683,0.023907873,0,0.041916168,0.036931818,0.029900332,0.025751073,0.052671181,0.073554183,0.082363088,0.088084671,0.086932293,0.085489834,0.08730313,0.081754736,0.077575061,0.077481537
